# boon-phase0-container-occurrences-v1
# path	line	byte_column	ordinal	construct	category	reason	context_sha256
crates/boon_app_package/src/browser.rs	10	23	1	BTreeSet	membership	membership-container-import	95763787053acddb460090e854311ac6ab93ed15fde8d276c7c42354c7ec364b
crates/boon_app_package/src/browser.rs	266	31	2	BTreeSet	membership	set-membership-structure	ee0680ab8abd7186a26d2beec3a02b6391d0c3cc7db21a2c94320d8619cdccfa
crates/boon_app_package/src/build.rs	13	24	1	BTreeMap	unrelated-host-code	host-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_package/src/build.rs	13	34	1	BTreeSet	membership	membership-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_package/src/build.rs	140	23	2	BTreeSet	membership	set-membership-structure	1fe12beacd7aac95c5a2fc462bc0511193b96648519013f975a6e6c0db25b197
crates/boon_app_package/src/build.rs	398	39	2	BTreeMap	name-lookup	name-or-path-key-context	a8249a08e81822f30fa536b7a142308b06e843ccc3f9e911dbd620e26e22f3ee
crates/boon_app_package/src/build.rs	452	19	3	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/build.rs	505	19	4	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/build.rs	598	19	5	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/build.rs	625	19	6	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/build.rs	665	19	7	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/build.rs	689	19	8	BTreeSet	membership	set-membership-structure	f8c6c519330d5c13204c5c83d1b2084430a943b88314ec0457b8c5990742c921
crates/boon_app_package/src/bundle.rs	16	23	1	BTreeSet	membership	membership-container-import	95763787053acddb460090e854311ac6ab93ed15fde8d276c7c42354c7ec364b
crates/boon_app_package/src/bundle.rs	159	31	2	BTreeSet	membership	set-membership-structure	2f4bd875ff013a890074201fd61b95fb136238fb3f6c80956921c4ea671807a3
crates/boon_app_package/src/bundle.rs	160	33	3	BTreeSet	membership	set-membership-structure	d8b03d4ff1e4399110b3afa9a002f7e465c8669fecf04385f01b1ea904c6efb4
crates/boon_app_package/src/bundle.rs	183	29	4	BTreeSet	membership	set-membership-structure	eb20518d343a33b8f83ccf05669c69bc72612b07a4282bf731d6c4b7331d3660
crates/boon_app_package/src/bundle.rs	193	25	5	BTreeSet	membership	set-membership-structure	96a6779addb847f5885124827f3eeb1d0cdd8ea68db5e7dc9b3cbcf5608c9620
crates/boon_app_package/src/bundle.rs	194	34	6	BTreeSet	membership	set-membership-structure	713481cc6b92a009333fbda9064c0fa5c83cb514be9da8ec8ec7d784d3ee1990
crates/boon_app_package/src/bundle.rs	195	42	7	BTreeSet	membership	set-membership-structure	76460f8e83938438182ab70360859864d311068b968450915fc9fbefec830cba
crates/boon_app_package/src/bundle.rs	287	21	8	BTreeSet	membership	set-membership-structure	8f0c0ff5d7879f387e38a9769f86222819eaf601edd6b09d7ca171db074e25dc
crates/boon_app_package/src/bundle.rs	302	30	9	BTreeSet	membership	set-membership-structure	1e30710623066eb61660a2ddcf502cb79f5509d578274dd0063efffc4cd98250
crates/boon_app_package/src/bundle.rs	343	24	10	BTreeSet	membership	set-membership-structure	6cb6a797127617057b3a93f5a96213db893907f5ea18c6d44f3d72acdda2a22d
crates/boon_app_package/src/manifest.rs	8	24	1	BTreeMap	unrelated-host-code	host-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_package/src/manifest.rs	8	34	1	BTreeSet	membership	membership-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_package/src/manifest.rs	82	30	2	BTreeMap	canonical-boundary	canonicalization-context	cf10c3eabc8376f4eb342bebdc4b8c0923bc5dde0e5d4bc9359d2201ec059172
crates/boon_app_package/src/manifest.rs	266	66	2	BTreeSet	membership	set-membership-structure	7703dbcf775b916cc235ed79e592a6d9e0adcd0bab810ae0430db60cdc6a5cb1
crates/boon_app_package/src/manifest.rs	281	20	3	BTreeSet	membership	set-membership-structure	7077a67ae0c95cb587db3d0285f6314fe5df35ccc4c0eb4e36a4fc14228cb419
crates/boon_app_package/src/manifest.rs	294	24	4	BTreeSet	membership	set-membership-structure	6cb6a797127617057b3a93f5a96213db893907f5ea18c6d44f3d72acdda2a22d
crates/boon_app_package/src/manifest.rs	367	27	5	BTreeSet	membership	set-membership-structure	554636e351f72ebccca4030f815cbe280f78bba771c6e47f5432c1f88c1299b5
crates/boon_app_package/src/manifest.rs	419	30	6	BTreeSet	membership	set-membership-structure	477834c2edf16d56f6ca17a19af2ffbb71926b319b930b47d1fde9033ac398e4
crates/boon_app_package/src/manifest.rs	460	28	7	BTreeSet	membership	set-membership-structure	9da66b3a0510cd2bc073412a641348847c1237644afc3b4ecc9b7f0062caed91
crates/boon_app_package/src/manifest.rs	473	27	8	BTreeSet	membership	set-membership-structure	1044b7685075dba3f91999fc23dccef02ff6100a264ac51ab16d3e0abd36d114
crates/boon_app_package/src/manifest.rs	496	76	9	BTreeSet	membership	set-membership-structure	b14821a04f86959e8aa03e1545da503e99618d057adb80e932da70051a2aab0e
crates/boon_app_package/src/manifest.rs	497	25	10	BTreeSet	membership	set-membership-structure	924ed0a71584fde524a29cb87bf1add9a9e0faee99dcfdfb828bef7c6bb4de79
crates/boon_app_package/src/manifest.rs	516	28	11	BTreeSet	membership	set-membership-structure	fc2d17a8ac6a112287ab6e7f0812b79d0d767dfe729220d58b65538c38354926
crates/boon_app_server/src/lib.rs	22	24	1	BTreeMap	unrelated-host-code	host-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_server/src/lib.rs	22	34	1	BTreeSet	membership	membership-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_app_server/src/lib.rs	53	28	2	BTreeMap	name-lookup	name-or-path-key-context	1efff20c1fd6648406a528c5fb216a19297d041811ab28f17478a345b0f23199
crates/boon_app_server/src/lib.rs	64	13	3	BTreeMap	name-lookup	name-or-path-key-context	16f849a507e23675d5e79ff46efa9df2e13b534061c48cdbe8f0b4246d564852
crates/boon_app_server/src/lib.rs	114	26	4	BTreeMap	canonical-boundary	canonicalization-context	3ca8fec2e488f2ec3752920235cbbd79454b88a2012784b563071a5c8581f00e
crates/boon_app_server/src/lib.rs	196	40	5	BTreeMap	canonical-boundary	canonicalization-context	dae6bc9a295b0811cab4fd9ce91aef81607304d708d43db0b9478724ce1c17cd
crates/boon_app_server/src/lib.rs	212	39	2	BTreeSet	membership	set-membership-structure	0241723b536924fee524c4ad22524f2a67718ddc7655c4a4ded51891fd648cce
crates/boon_app_server/src/lib.rs	402	13	6	BTreeMap	name-lookup	name-or-path-key-context	d84c4b36a76b42e8fc77db48c4284ef8cfcd8752fe7415a85ae503fa24290b4e
crates/boon_app_server/src/lib.rs	416	26	7	BTreeMap	canonical-boundary	canonicalization-context	ac3388917ed56984fa0ec82694b6323458460353e95c97975df4121f3b8b833b
crates/boon_app_server/src/lib.rs	481	18	8	BTreeMap	name-lookup	name-or-path-key-context	62d0ab8674aa5a7931798b57c17637abf47abb507bd1aef8242b1e9ab006b24d
crates/boon_app_server/src/lib.rs	546	28	3	BTreeSet	membership	set-membership-structure	69b660dd010caffbb4cc5f48818c32036367ef166fca138e16df27009e74b724
crates/boon_app_server/src/tests.rs	83	26	1	BTreeMap	test-oracle	test-only-scope	fe40073d19463afc52ec092f6e09772b99795221d9aac08b432e3a57388b9885
crates/boon_app_server/src/tests.rs	84	5	2	BTreeMap	test-oracle	test-only-scope	41a7638e6da532cd78939e4524c7d0e1f9ccb81e674be34e3fa551394e532885
crates/boon_app_server/src/tests.rs	273	17	3	BTreeMap	test-oracle	test-only-scope	ee095e6fb8a2cdc144b2bf216767c74b7c3c021967e6ca81a11f686b6db885fc
crates/boon_app_server/src/transient_host.rs	23	24	1	BTreeMap	unrelated-host-code	host-container-import	e6cefb1b8514c6adcd173b171e9eb53ee5938ed95b513f0163855113ddddac2a
crates/boon_app_server/src/transient_host.rs	23	34	1	BTreeSet	membership	membership-container-import	e6cefb1b8514c6adcd173b171e9eb53ee5938ed95b513f0163855113ddddac2a
crates/boon_app_server/src/transient_host.rs	116	25	2	BTreeMap	unrelated-host-code	host-or-tooling-container	25590e0cfd3009ebe98eee9d44537ff742b3e03f48bfa71a20c76fd31fb991ed
crates/boon_app_server/src/transient_host.rs	134	38	3	BTreeMap	canonical-boundary	canonicalization-context	2d107ee5074fe2adb9ca0f0750accb2bcc0bae6b1d99c0e669f9014b405fb3dc
crates/boon_app_server/src/transient_host.rs	209	38	4	BTreeMap	test-oracle	test-only-scope	2d107ee5074fe2adb9ca0f0750accb2bcc0bae6b1d99c0e669f9014b405fb3dc
crates/boon_app_server/src/transient_host.rs	285	23	2	BTreeSet	membership	set-membership-structure	07dae03be511deaed42e57d079011bea229a5b0eb0ad9e6ccad08d4f90ea2813
crates/boon_app_server/src/transient_host.rs	318	26	3	BTreeSet	membership	set-membership-structure	987dd03381e6a116a17c50a3328a3ceebb751ac95216931e7567cfe4ae5f79e5
crates/boon_app_server/src/transient_host.rs	717	27	5	BTreeMap	test-oracle	test-only-scope	530d8c965bd3d064485e2fa61ae30f5f6d71ecb1be2177a38f7301f9982adddf
crates/boon_app_server/src/transient_host.rs	859	17	6	BTreeMap	test-oracle	test-only-scope	809e2db9a8bd550211f59f2a5e7a67cd59ba3273c58d51a9ee6627dfa6aada4d
crates/boon_app_server/src/transient_host.rs	1053	44	7	BTreeMap	test-oracle	test-only-scope	df90e39705c7add454d21a2f740a5e2b436094d39c34e72fa7827a796ab326dd
crates/boon_app_server/src/transient_host.rs	1111	13	8	BTreeMap	test-oracle	test-only-scope	d394b5a92274b3d22befb377ec494748cc8b227c44cffb90d21dc5f0bc799654
crates/boon_compiler/src/distributed_compiler.rs	24	24	1	BTreeMap	dense-id-table	engine-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_compiler/src/distributed_compiler.rs	24	34	1	BTreeSet	membership	membership-container-import	c5b31332c3addaeb3325d98902586d4439813b6a8f7ad742353f42b289b0ea76
crates/boon_compiler/src/distributed_compiler.rs	76	14	2	BTreeMap	dense-id-table	engine-id-table-context	d90b57792f793a117e71f04b3106f383748d948182f3cc4bd208f1007818c68d
crates/boon_compiler/src/distributed_compiler.rs	111	16	3	BTreeMap	dense-id-table	engine-id-table-context	bd8d3a88fce2cc1f4a3170c7b20a178ae86a805c30836a818e80c9cce42c0976
crates/boon_compiler/src/distributed_compiler.rs	195	20	4	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	202	20	5	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	220	20	6	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	221	23	7	BTreeMap	dense-id-table	engine-id-table-context	f77d0812edc88fe4839a519dd584024137c68437aba5f3997967b38c6bfbcd70
crates/boon_compiler/src/distributed_compiler.rs	248	20	2	BTreeSet	membership	set-membership-structure	7077a67ae0c95cb587db3d0285f6314fe5df35ccc4c0eb4e36a4fc14228cb419
crates/boon_compiler/src/distributed_compiler.rs	250	12	3	BTreeSet	membership	set-membership-structure	2ea004ccb5701ba82d07aaad8c4623c2e50028a62acac75c5d6f19d074ccb37e
crates/boon_compiler/src/distributed_compiler.rs	261	26	4	BTreeSet	membership	set-membership-structure	52ff6a4a0c5a37a14f7aa90bf1768ae232ddbc3afbc02621f61a03b4d0e9ae28
crates/boon_compiler/src/distributed_compiler.rs	289	16	8	BTreeMap	dense-id-table	engine-id-table-context	ec2acf40f8827a15a6c691278ca9588a7540ae57dc14d07850576c77299626ac
crates/boon_compiler/src/distributed_compiler.rs	328	23	9	BTreeMap	dense-id-table	engine-id-table-context	262550f283d959ac22694099fd0b1b7eb66d3ae7a855f58cd86b1fcdf4fb9cd2
crates/boon_compiler/src/distributed_compiler.rs	337	22	10	BTreeMap	name-lookup	name-or-path-key-context	090309eedeb785c220ae1dc3c8cd5d52147a179f07531d5c0ae2aa7e8ec69586
crates/boon_compiler/src/distributed_compiler.rs	341	15	11	BTreeMap	dense-id-table	engine-id-table-context	1e1d0aa8c08712c238e2e1290586f6dac30b95c031ad0aa41442c0249d3061af
crates/boon_compiler/src/distributed_compiler.rs	350	28	5	BTreeSet	membership	set-membership-structure	c5ef4d8299547d393dff049577047605dc8ae02ea8e36985390a095d71e9d117
crates/boon_compiler/src/distributed_compiler.rs	351	20	12	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	353	9	13	BTreeMap	canonical-boundary	canonicalization-context	9e407d0c6b06d91345aedd0f67f7167c145be8e80bfb70848ec44c1c8a9db7e7
crates/boon_compiler/src/distributed_compiler.rs	383	28	6	BTreeSet	membership	set-membership-structure	fc2d17a8ac6a112287ab6e7f0812b79d0d767dfe729220d58b65538c38354926
crates/boon_compiler/src/distributed_compiler.rs	386	20	14	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	406	20	7	BTreeSet	membership	set-membership-structure	c73313219937a66f7d63070a82548b1c2c5184a90a4117610f9524a40219fdac
crates/boon_compiler/src/distributed_compiler.rs	426	39	8	BTreeSet	membership	set-membership-structure	d1af5648ba7b2dd03d3b9d108925248d6038a51d171f7b5c2488a8c875fc2a5d
crates/boon_compiler/src/distributed_compiler.rs	497	40	9	BTreeSet	membership	set-membership-structure	d2cc317081e69ccaf737e72c38e704b26fbd721145b34d883cd7d134c2e78140
crates/boon_compiler/src/distributed_compiler.rs	552	15	15	BTreeMap	dense-id-table	engine-id-table-context	1e1d0aa8c08712c238e2e1290586f6dac30b95c031ad0aa41442c0249d3061af
crates/boon_compiler/src/distributed_compiler.rs	553	16	16	BTreeMap	dense-id-table	engine-id-table-context	3eb800fd49d463d35957dd75a3fa09efab777215ef6143a2f33d3f9934045453
crates/boon_compiler/src/distributed_compiler.rs	553	38	10	BTreeSet	membership	set-membership-structure	3eb800fd49d463d35957dd75a3fa09efab777215ef6143a2f33d3f9934045453
crates/boon_compiler/src/distributed_compiler.rs	554	33	17	BTreeMap	dense-id-table	engine-id-table-context	4a6ae6946473effaad454204cc539586da544068152cbbaabcfa5ba1adbf8e01
crates/boon_compiler/src/distributed_compiler.rs	556	9	11	BTreeSet	membership	set-membership-structure	bd31ae54f1f73b8dcd18b9d834aac4d3cb46963959275557cd0df9f4f39ce507
crates/boon_compiler/src/distributed_compiler.rs	558	21	18	BTreeMap	dense-id-table	engine-id-table-context	d77964a71f32dd9ee8255d2bb0b866ec16816caa9a77de8b9ac924395ff39c5d
crates/boon_compiler/src/distributed_compiler.rs	574	18	12	BTreeSet	membership	set-membership-structure	03c1c1b627a7d2bfafa58f2e8d9178ccb4e52bbc7f324efe43b9df4a143bf769
crates/boon_compiler/src/distributed_compiler.rs	591	13	19	BTreeMap	dense-id-table	engine-id-table-context	83a00e77497f5918942b73ee5a0101682649d2d712bfd0dc40176c07d3ebd2ea
crates/boon_compiler/src/distributed_compiler.rs	591	35	13	BTreeSet	membership	set-membership-structure	83a00e77497f5918942b73ee5a0101682649d2d712bfd0dc40176c07d3ebd2ea
crates/boon_compiler/src/distributed_compiler.rs	592	31	20	BTreeMap	dense-id-table	engine-id-table-context	20b274af1ce877888730a5f3883b3f666cb06e2075360220fd199cf2502fd541
crates/boon_compiler/src/distributed_compiler.rs	599	24	14	BTreeSet	membership	set-membership-structure	c69437e05cfb157a01f866c2f31a856246d4328e91f9432745681e667bacc459
crates/boon_compiler/src/distributed_compiler.rs	600	16	21	BTreeMap	dense-id-table	engine-id-table-context	298418907d4e16c0fbaafa9258dec5225b8d850a159df38e12aaf57231a2e068
crates/boon_compiler/src/distributed_compiler.rs	627	5	22	BTreeMap	dense-id-table	engine-id-table-context	ac3bcdef3519c1fccd9ffdf986b5d091a3cb7ce8f4b4092593b75aa07798ee94
crates/boon_compiler/src/distributed_compiler.rs	627	27	15	BTreeSet	membership	set-membership-structure	ac3bcdef3519c1fccd9ffdf986b5d091a3cb7ce8f4b4092593b75aa07798ee94
crates/boon_compiler/src/distributed_compiler.rs	629	5	23	BTreeMap	dense-id-table	engine-id-table-context	802e7a6610d7c6b34aaae1e9399c14a53e7bcb74a4cd2732938345ce63eb2c80
crates/boon_compiler/src/distributed_compiler.rs	642	40	24	BTreeMap	canonical-boundary	canonicalization-context	0b9a2a209b3d961835c7f5e78d5db27147752ff32c44d18912b0b9112c37c4ba
crates/boon_compiler/src/distributed_compiler.rs	655	5	25	BTreeMap	canonical-boundary	canonicalization-context	6723ef87ff5313eb51be3713d878e25f2dc4d7facb8b3962cb547e2fa9038b0f
crates/boon_compiler/src/distributed_compiler.rs	658	16	26	BTreeMap	dense-id-table	engine-id-table-context	8b5461416a14427ae8748ffd42232f09d0663d16580c4704acdc3bcc5bbafa54
crates/boon_compiler/src/distributed_compiler.rs	673	28	16	BTreeSet	membership	set-membership-structure	c5ef4d8299547d393dff049577047605dc8ae02ea8e36985390a095d71e9d117
crates/boon_compiler/src/distributed_compiler.rs	674	20	27	BTreeMap	canonical-boundary	canonicalization-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	675	24	28	BTreeMap	canonical-boundary	canonicalization-context	9851f6bb4c5a394e75152c21828107aa9e0be9b76b2c8d7bc2f10b0b9376886a
crates/boon_compiler/src/distributed_compiler.rs	679	9	29	BTreeMap	canonical-boundary	canonicalization-context	43253d767d910f52721e5c1f77d99d41cf7b4ab35596d3d744967ed22ebd933c
crates/boon_compiler/src/distributed_compiler.rs	861	19	30	BTreeMap	dense-id-table	engine-id-table-context	f32be9a1228cca5075a09682ace481ed0d47d22e3fb17ecc12e068b3cc4276f6
crates/boon_compiler/src/distributed_compiler.rs	886	13	31	BTreeMap	name-lookup	name-or-path-key-context	4f3fa6e6e85ec6c9ad7bc4459f3bdece7f81cd2c2aa4287c24112808a6f1aa75
crates/boon_compiler/src/distributed_compiler.rs	887	25	32	BTreeMap	dense-id-table	engine-id-table-context	8a01e50b0b6012a7fdec40278e0a3ca680df348e0064146c5b9e819f18959aac
crates/boon_compiler/src/distributed_compiler.rs	984	16	33	BTreeMap	dense-id-table	engine-id-table-context	ae286827898a9e0119c5d5a744eb95f8842332c292b4cbf7ced77ade1168e6b8
crates/boon_compiler/src/distributed_compiler.rs	987	27	17	BTreeSet	membership	set-membership-structure	f41ec3e4d00532c17c0ae7874dd9b7017bafd72c27ce08792083b4858fac1421
crates/boon_compiler/src/distributed_compiler.rs	1103	16	34	BTreeMap	dense-id-table	engine-id-table-context	ae286827898a9e0119c5d5a744eb95f8842332c292b4cbf7ced77ade1168e6b8
crates/boon_compiler/src/distributed_compiler.rs	1118	20	35	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	1119	30	36	BTreeMap	name-lookup	name-or-path-key-context	8722e4e09d7822645e80e260e2e40946fce5edad276df1c5cdae28393eb9d9b7
crates/boon_compiler/src/distributed_compiler.rs	1152	34	37	BTreeMap	name-lookup	name-or-path-key-context	58867a237c7604b7d88c44c1908529343a5582ba5f6ef058946fad7eecc13927
crates/boon_compiler/src/distributed_compiler.rs	1152	68	38	BTreeMap	name-lookup	name-or-path-key-context	58867a237c7604b7d88c44c1908529343a5582ba5f6ef058946fad7eecc13927
crates/boon_compiler/src/distributed_compiler.rs	1153	36	18	BTreeSet	membership	set-membership-structure	47a7ac98d2b2bf205a8edd77b5d3441e5919c2fd446f403cc57aa8ee7dbc6c48
crates/boon_compiler/src/distributed_compiler.rs	1181	24	39	BTreeMap	dense-id-table	engine-id-table-context	1204eba892ee84e1659f136721bd0f56d96eeb54928211d3cd8e90a9ad2ac14c
crates/boon_compiler/src/distributed_compiler.rs	1279	28	19	BTreeSet	membership	set-membership-structure	fc2d17a8ac6a112287ab6e7f0812b79d0d767dfe729220d58b65538c38354926
crates/boon_compiler/src/distributed_compiler.rs	1346	16	40	BTreeMap	dense-id-table	engine-id-table-context	ae286827898a9e0119c5d5a744eb95f8842332c292b4cbf7ced77ade1168e6b8
crates/boon_compiler/src/distributed_compiler.rs	1347	20	41	BTreeMap	dense-id-table	engine-id-table-context	87da77e1fa893d55e8868e2fd4fb492840ce6680fdd8fa5f12218f900738e032
crates/boon_compiler/src/distributed_compiler.rs	1348	13	42	BTreeMap	dense-id-table	engine-id-table-context	3a6922d4c823ca0b83d7573fa9c6595ffc560047674ea498f4beb1c408fc8138
crates/boon_compiler/src/distributed_compiler.rs	1393	14	43	BTreeMap	dense-id-table	engine-id-table-context	28e98969cbd76a5d041b1ed517eb800a6f87ec6d95fb3c01a15ba25eab6dd6cd
crates/boon_compiler/src/distributed_compiler.rs	1394	13	44	BTreeMap	name-lookup	name-or-path-key-context	a086cd171ccbc760e89b357c8d9e8e516cdae3e0cb4e768784234b7892a2d7bf
crates/boon_compiler/src/distributed_compiler.rs	1423	9	45	BTreeMap	name-lookup	name-or-path-key-context	c4b16c30084c1fdf2a9413a22eeb40896387119b601b2e3d90f39ba73fd59a37
crates/boon_compiler/src/distributed_compiler.rs	1473	19	46	BTreeMap	name-lookup	name-or-path-key-context	140037cf79a5f87630087763c4c42ed989d9e8bc1f14ed5a5d5fd8bfa80d2069
crates/boon_compiler/src/distributed_compiler.rs	1474	22	47	BTreeMap	name-lookup	name-or-path-key-context	096d1eafdfb9a96fb6ed03ac86257d6c05d1868284bcff7ca6ac1780cf0abfc4
crates/boon_compiler/src/distributed_compiler.rs	1475	26	48	BTreeMap	name-lookup	name-or-path-key-context	3e39cad9ab850974429fba6e7e90038de7e11aed889341f5f6d853ac8951314f
crates/boon_compiler/src/distributed_compiler.rs	1475	58	49	BTreeMap	name-lookup	name-or-path-key-context	3e39cad9ab850974429fba6e7e90038de7e11aed889341f5f6d853ac8951314f
crates/boon_compiler/src/distributed_compiler.rs	1478	10	50	BTreeMap	name-lookup	name-or-path-key-context	f2b6f00effd1934d4cd5ba8c81ba349283df05240483772027df77eb643cfb62
crates/boon_compiler/src/distributed_compiler.rs	1480	6	51	BTreeMap	dense-id-table	engine-id-table-context	18db9ef7181b0b3ef9f55fdd8c796498dfbefcd3e4252bcb2c8217691bf33e38
crates/boon_compiler/src/distributed_compiler.rs	1495	16	52	BTreeMap	dense-id-table	engine-id-table-context	298418907d4e16c0fbaafa9258dec5225b8d850a159df38e12aaf57231a2e068
crates/boon_compiler/src/distributed_compiler.rs	1725	19	53	BTreeMap	name-lookup	name-or-path-key-context	140037cf79a5f87630087763c4c42ed989d9e8bc1f14ed5a5d5fd8bfa80d2069
crates/boon_compiler/src/distributed_compiler.rs	1726	22	54	BTreeMap	name-lookup	name-or-path-key-context	096d1eafdfb9a96fb6ed03ac86257d6c05d1868284bcff7ca6ac1780cf0abfc4
crates/boon_compiler/src/distributed_compiler.rs	1756	15	55	BTreeMap	dense-id-table	engine-id-table-context	88c3db569f29e9e7f2069f274ceacedb857466b5583fd26167accb29cfd52038
crates/boon_compiler/src/distributed_compiler.rs	1758	17	56	BTreeMap	dense-id-table	engine-id-table-context	505537944f89120573ca31cc042a3c78f0281a4428317b029ee7d1952c7b2314
crates/boon_compiler/src/distributed_compiler.rs	1856	14	57	BTreeMap	dense-id-table	engine-id-table-context	bf5bfb60ca58805f1ad486ccd42247990f04a3fe2aa3777914b0611638a8cfd1
crates/boon_compiler/src/distributed_compiler.rs	1859	22	58	BTreeMap	name-lookup	name-or-path-key-context	090309eedeb785c220ae1dc3c8cd5d52147a179f07531d5c0ae2aa7e8ec69586
crates/boon_compiler/src/distributed_compiler.rs	1882	16	59	BTreeMap	dense-id-table	engine-id-table-context	298418907d4e16c0fbaafa9258dec5225b8d850a159df38e12aaf57231a2e068
crates/boon_compiler/src/distributed_compiler.rs	1883	27	60	BTreeMap	name-lookup	name-or-path-key-context	e82510b34a3fbbc7ee9621aabed885bb137a008d63114e6312db7905e8ff551a
crates/boon_compiler/src/distributed_compiler.rs	1884	30	61	BTreeMap	name-lookup	name-or-path-key-context	35a55509152a183b94b8e1997be240b3574d2198970121b6c9cf92b51107bdce
crates/boon_compiler/src/distributed_compiler.rs	1886	39	20	BTreeSet	membership	set-membership-structure	d2b09c220b35ade766dff21df651fef53cb51b7170e74894fb057e61bafa3ce0
crates/boon_compiler/src/distributed_compiler.rs	1887	34	62	BTreeMap	name-lookup	name-or-path-key-context	2e3a9662a4e32a667e856850e42d4eb2d0180713473e19c66107c2a187c4330a
crates/boon_compiler/src/distributed_compiler.rs	1891	20	63	BTreeMap	dense-id-table	engine-id-table-context	d2197acff427f6bc060faa2c9cf97632ab937ae571e83a046c1f161cb5342978
crates/boon_compiler/src/distributed_compiler.rs	2282	32	64	BTreeMap	dense-id-table	engine-id-table-context	0ede02e66bebb8a50e70f2c231af3e924505ef4ca4c6647965dee1ff2c2b9b3a
crates/boon_compiler/src/distributed_compiler.rs	2427	24	65	BTreeMap	dense-id-table	engine-id-table-context	4960ca7c98f6c0c747854c2a4d4ecebff90b4e9edbd491e24d1873d27860e41a
crates/boon_compiler/src/distributed_compiler.rs	2463	29	66	BTreeMap	dense-id-table	engine-id-table-context	b03a340f45c530ab4be8bec5719111b60a2cfce0978dbee537077d2bf53b8c14
crates/boon_compiler/src/distributed_compiler.rs	2464	29	67	BTreeMap	dense-id-table	engine-id-table-context	2a3d71317ccc008c6b8bc06d30718208fc242d5948373ca00ad75cd91415e2b5
crates/boon_compiler/src/distributed_compiler.rs	2567	29	68	BTreeMap	dense-id-table	engine-id-table-context	a03247ccbc8e5ed11accf9d327c58f58fc49e372b4d023c0a20a1673c37f3125
crates/boon_compiler/src/distributed_compiler.rs	2568	29	69	BTreeMap	dense-id-table	engine-id-table-context	b314443b65ea7e1289274fc8e101cb2c184432a2783e7d100f7778024391bb1e
crates/boon_compiler/src/distributed_compiler.rs	2648	28	70	BTreeMap	dense-id-table	engine-id-table-context	73ed6c6c4d4bba3de8474182535520137b39f192e4aeca4b9691d3eecfaf8a28
crates/boon_compiler/src/distributed_compiler.rs	2821	16	71	BTreeMap	dense-id-table	engine-id-table-context	6db525f762061a62acdc39ddb4f03e4fdcf5f1b037a3429d4400b200b1487aa6
crates/boon_compiler/src/distributed_compiler.rs	2854	16	72	BTreeMap	dense-id-table	engine-id-table-context	6db525f762061a62acdc39ddb4f03e4fdcf5f1b037a3429d4400b200b1487aa6
crates/boon_compiler/src/distributed_compiler.rs	2873	13	21	BTreeSet	membership	set-membership-structure	4c014eae56092b91b645934fb195efdecbc5a462b6ee4b38c2af8363e3ba271b
